20170428,08:05,08:40,09:40
20170428,08:10,08:50,09:50
20170428,08:15,08:55,09:55
20170428,08:20,09:10,10:10
20170428,08:25,09:10,10:10
20170428,08:30,09:15,10:15
20170428,08:35,09:20,10:20
20170428,08:40,09:20,10:20
20170428,08:45,09:25,10:25
20170428,08:50,09:30,10:30
20170428,08:55,09:40,10:40
20170428,09:00,09:45,10:45
20170428,09:05,09:50,10:50
20170428,09:10,09:55,10:55
20170428,09:15,10:00,11:00
20170428,09:20,10:05,11:05
20170428,09:25,10:15,11:15
20170428,09:30,10:20,11:20
20170428,09:35,10:30,11:30
20170428,09:40,10:40,11:40
20170428,09:45,10:50,11:50
20170428,09:50,11:00,12:00
20170428,09:55,11:20,12:20
20170428,10:00,11:30,12:30
20170428,10:05,11:40,12:40
20170428,10:10,11:50,12:50
20170428,10:15,12:05,13:05
20170428,10:20,12:15,13:15
20170428,10:25,12:35,13:35
20170428,10:30,12:45,13:45
20170428,10:35,12:55,13:55
20170428,10:40,13:05,14:05
20170428,10:45,13:10,14:10
20170428,10:50,13:20,14:20
20170428,10:55,13:30,14:30
20170428,11:00,13:40,14:40
20170428,11:05,13:45,14:45
20170428,11:10,13:50,14:50
20170428,11:15,13:55,14:55
20170428,11:20,14:05,15:05
20170428,11:25,14:15,15:15
20170428,11:30,14:25,15:25
20170428,11:35,14:35,15:35
20170428,11:40,14:40,15:40
20170428,11:45,14:50,15:50
20170428,11:50,15:00,16:00
20170428,11:55,15:10,16:10
20170428,12:00,15:10,16:10
20170428,12:05,15:25,16:25
20170428,12:10,15:30,16:30
20170428,12:15,15:35,16:35
20170428,12:20,15:40,16:40
20170428,12:25,15:45,16:45
20170428,12:30,15:50,16:50
20170428,12:35,16:00,17:00
20170428,12:40,16:00,17:00
20170428,12:45,16:10,17:10
20170428,12:50,16:15,17:15
20170428,12:55,16:20,17:20
20170428,13:00,16:25,17:25
20170428,13:05,16:35,17:35
20170428,13:10,16:40,17:40
20170428,13:15,16:45,17:45
20170428,13:20,16:50,17:50
20170428,13:25,16:55,17:55
20170428,13:30,17:00,18:00
20170428,13:35,17:05,18:05
20170428,13:40,17:10,18:10
20170428,13:45,17:20,18:20
20170428,13:50,17:25,18:25
20170428,13:55,17:30,18:30
20170427,09:25,10:25,11:25
20170427,09:30,10:30,11:30
20170427,09:35,10:30,11:30
20170427,09:40,10:35,11:35
20170427,09:45,10:40,11:40
20170427,09:50,10:50,11:50
20170427,09:55,10:55,11:55
20170427,10:00,11:05,12:05
20170427,10:05,11:10,12:10
20170427,10:10,11:25,12:25
20170427,10:15,11:40,12:40
20170427,10:20,11:50,12:50
20170427,10:25,12:00,13:00
20170427,10:30,12:10,13:10
20170427,10:35,12:25,13:25
20170427,10:40,12:35,13:35
20170427,10:45,12:40,13:40
20170427,10:50,12:55,13:55
20170427,10:55,13:05,14:05
20170427,11:00,13:15,14:15
20170427,11:05,13:25,14:25
20170427,11:10,13:25,14:25
20170427,11:15,13:30,14:30
20170427,11:20,13:40,14:40
20170427,11:25,13:55,14:55
20170427,11:30,14:00,15:00
20170427,11:35,14:05,15:05
20170427,11:40,14:15,15:15
20170427,11:45,14:25,15:25
20170427,11:50,14:35,15:35
20170427,11:55,14:45,15:45
20170427,12:00,14:50,15:50
20170427,12:05,15:00,16:00
20170427,12:10,15:10,16:10
20170427,12:15,15:20,16:20
20170427,12:20,15:25,16:25
20170427,12:25,15:35,16:35
20170427,12:30,15:40,16:40
20170427,12:35,15:45,16:45
20170427,12:40,15:55,16:55
20170427,12:45,16:05,17:05
20170427,12:50,16:10,17:10
20170427,12:55,16:20,17:20
20170427,13:00,16:25,17:25
20170427,13:05,16:30,17:30
20170427,13:10,16:35,17:35
20170427,13:15,16:45,17:45
20170427,13:20,16:55,17:55
20170427,13:25,17:05,18:05
20170427,13:30,17:10,18:10
20170427,13:35,17:15,18:15
20170427,13:40,17:20,18:20
20170427,13:45,17:30,18:30
20170427,13:50,17:35,18:35
20170427,13:55,17:40,18:40
20170427,14:00,17:45,18:45
20170427,14:05,17:50,18:50
20170427,14:10,17:55,18:55
20170427,14:15,17:55,18:55
20170427,14:20,18:00,19:00
20170427,14:25,18:05,19:05
20170427,14:30,18:15,19:15
20170427,14:35,18:20,19:20
